   0.0000000e+00   6.6870300e+03
   2.5125628e-02   6.1467596e+03
   5.0251256e-02   5.6467513e+03
   7.5376884e-02   5.1841470e+03
   1.0050251e-01   4.7562867e+03
   1.2562814e-01   4.3606956e+03
   1.5075377e-01   3.9950708e+03
   1.7587940e-01   3.6572697e+03
   2.0100503e-01   3.3452989e+03
   2.2613065e-01   3.0573040e+03
   2.5125628e-01   2.7915600e+03
   2.7638191e-01   2.5464626e+03
   3.0150754e-01   2.3205195e+03
   3.2663317e-01   2.1123428e+03
   3.5175879e-01   1.9206422e+03
   3.7688442e-01   1.7442176e+03
   4.0201005e-01   1.5819535e+03
   4.2713568e-01   1.4328126e+03
   4.5226131e-01   1.2958308e+03
   4.7738693e-01   1.1701122e+03
   5.0251256e-01   1.0548237e+03
   5.2763819e-01   9.4919169e+02
   5.5276382e-01   8.5249696e+02
   5.7788945e-01   7.6407152e+02
   6.0301508e-01   6.8329483e+02
   6.2814070e-01   6.0959054e+02
   6.5326633e-01   5.4242341e+02
   6.7839196e-01   4.8129645e+02
   7.0351759e-01   4.2574828e+02
   7.2864322e-01   3.7535060e+02
   7.5376884e-01   3.2970593e+02
   7.7889447e-01   2.8844544e+02
   8.0402010e-01   2.5122693e+02
   8.2914573e-01   2.1773299e+02
   8.5427136e-01   1.8766924e+02
   8.7939698e-01   1.6076275e+02
   9.0452261e-01   1.3676049e+02
   9.2964824e-01   1.1542797e+02
   9.5477387e-01   9.6547896e+01
   9.7989950e-01   7.9918990e+01
   1.0050251e+00   6.5354843e+01
   1.0301508e+00   5.2682866e+01
   1.0552764e+00   4.1743314e+01
   1.0804020e+00   3.2388370e+01
   1.1055276e+00   2.4481301e+01
   1.1306533e+00   1.7895670e+01
   1.1557789e+00   1.2514596e+01
   1.1809045e+00   8.2300793e+00
   1.2060302e+00   4.9423586e+00
   1.2311558e+00   2.5593246e+00
   1.2562814e+00   9.9596814e-01
   1.2814070e+00   1.7386920e-01
   1.3065327e+00   2.0720857e-02
   1.3316583e+00   4.6988706e-01
   1.3567839e+00   1.4599911e+00
   1.3819095e+00   2.9345329e+00
   1.4070352e+00   4.8415336e+00
   1.4321608e+00   7.1332043e+00
   1.4572864e+00   9.7656391e+00
   1.4824121e+00   1.2698529e+01
   1.5075377e+00   1.5894897e+01
   1.5326633e+00   1.9320850e+01
   1.5577889e+00   2.2945350e+01
   1.5829146e+00   2.6740003e+01
   1.6080402e+00   3.0678856e+01
   1.6331658e+00   3.4738220e+01
   1.6582915e+00   3.8896494e+01
   1.6834171e+00   4.3134007e+01
   1.7085427e+00   4.7432874e+01
   1.7336683e+00   5.1776856e+01
   1.7587940e+00   5.6151235e+01
   1.7839196e+00   6.0542694e+01
   1.8090452e+00   6.4939212e+01
   1.8341709e+00   6.9329958e+01
   1.8592965e+00   7.3705201e+01
   1.8844221e+00   7.8056219e+01
   1.9095477e+00   8.2375223e+01
   1.9346734e+00   8.6655277e+01
   1.9597990e+00   9.0890232e+01
   1.9849246e+00   9.5074660e+01
   2.0100503e+00   9.9203796e+01
   2.0351759e+00   1.0327348e+02
   2.0603015e+00   1.0728012e+02
   2.0854271e+00   1.1122061e+02
   2.1105528e+00   1.1509232e+02
   2.1356784e+00   1.1889306e+02
   2.1608040e+00   1.2262101e+02
   2.1859296e+00   1.2627470e+02
   2.2110553e+00   1.2985299e+02
   2.2361809e+00   1.3335503e+02
   2.2613065e+00   1.3678023e+02
   2.2864322e+00   1.4012825e+02
   2.3115578e+00   1.4339895e+02
   2.3366834e+00   1.4659241e+02
   2.3618090e+00   1.4970885e+02
   2.3869347e+00   1.5274866e+02
   2.4120603e+00   1.5571240e+02
   2.4371859e+00   1.5860071e+02
   2.4623116e+00   1.6141438e+02
   2.4874372e+00   1.6415426e+02
   2.5125628e+00   1.6682131e+02
   2.5376884e+00   1.6941658e+02
   2.5628141e+00   1.7194114e+02
   2.5879397e+00   1.7439615e+02
   2.6130653e+00   1.7678283e+02
   2.6381910e+00   1.7910239e+02
   2.6633166e+00   1.8135613e+02
   2.6884422e+00   1.8354533e+02
   2.7135678e+00   1.8567133e+02
   2.7386935e+00   1.8773546e+02
   2.7638191e+00   1.8973907e+02
   2.7889447e+00   1.9168352e+02
   2.8140704e+00   1.9357016e+02
   2.8391960e+00   1.9540036e+02
   2.8643216e+00   1.9717546e+02
   2.8894472e+00   1.9889683e+02
   2.9145729e+00   2.0056580e+02
   2.9396985e+00   2.0218369e+02
   2.9648241e+00   2.0375183e+02
   2.9899497e+00   2.0527152e+02
   3.0150754e+00   2.0674403e+02
   3.0402010e+00   2.0817065e+02
   3.0653266e+00   2.0955260e+02
   3.0904523e+00   2.1089113e+02
   3.1155779e+00   2.1218743e+02
   3.1407035e+00   2.1344270e+02
   3.1658291e+00   2.1465809e+02
   3.1909548e+00   2.1583475e+02
   3.2160804e+00   2.1697379e+02
   3.2412060e+00   2.1807630e+02
   3.2663317e+00   2.1914335e+02
   3.2914573e+00   2.2017599e+02
   3.3165829e+00   2.2117525e+02
   3.3417085e+00   2.2214211e+02
   3.3668342e+00   2.2307755e+02
   3.3919598e+00   2.2398252e+02
   3.4170854e+00   2.2485796e+02
   3.4422111e+00   2.2570475e+02
   3.4673367e+00   2.2652378e+02
   3.4924623e+00   2.2731592e+02
   3.5175879e+00   2.2808198e+02
   3.5427136e+00   2.2882279e+02
   3.5678392e+00   2.2953913e+02
   3.5929648e+00   2.3023178e+02
   3.6180905e+00   2.3090147e+02
   3.6432161e+00   2.3154894e+02
   3.6683417e+00   2.3217489e+02
   3.6934673e+00   2.3278000e+02
   3.7185930e+00   2.3336495e+02
   3.7437186e+00   2.3393038e+02
   3.7688442e+00   2.3447691e+02
   3.7939698e+00   2.3500515e+02
   3.8190955e+00   2.3551571e+02
   3.8442211e+00   2.3600914e+02
   3.8693467e+00   2.3648600e+02
   3.8944724e+00   2.3694684e+02
   3.9195980e+00   2.3739217e+02
   3.9447236e+00   2.3782251e+02
   3.9698492e+00   2.3823835e+02
   3.9949749e+00   2.3864015e+02
   4.0201005e+00   2.3902839e+02
   4.0452261e+00   2.3940351e+02
   4.0703518e+00   2.3976595e+02
   4.0954774e+00   2.4011611e+02
   4.1206030e+00   2.4045442e+02
   4.1457286e+00   2.4078125e+02
   4.1708543e+00   2.4109700e+02
   4.1959799e+00   2.4140204e+02
   4.2211055e+00   2.4169671e+02
   4.2462312e+00   2.4198137e+02
   4.2713568e+00   2.4225635e+02
   4.2964824e+00   2.4252197e+02
   4.3216080e+00   2.4277855e+02
   4.3467337e+00   2.4302639e+02
   4.3718593e+00   2.4326578e+02
   4.3969849e+00   2.4349701e+02
   4.4221106e+00   2.4372035e+02
   4.4472362e+00   2.4393607e+02
   4.4723618e+00   2.4414443e+02
   4.4974874e+00   2.4434566e+02
   4.5226131e+00   2.4454002e+02
   4.5477387e+00   2.4472774e+02
   4.5728643e+00   2.4490903e+02
   4.5979899e+00   2.4508413e+02
   4.6231156e+00   2.4525323e+02
   4.6482412e+00   2.4541654e+02
   4.6733668e+00   2.4557425e+02
   4.6984925e+00   2.4572657e+02
   4.7236181e+00   2.4587366e+02
   4.7487437e+00   2.4601571e+02
   4.7738693e+00   2.4615289e+02
   4.7989950e+00   2.4628537e+02
   4.8241206e+00   2.4641330e+02
   4.8492462e+00   2.4653684e+02
   4.8743719e+00   2.4665614e+02
   4.8994975e+00   2.4677134e+02
   4.9246231e+00   2.4688259e+02
   4.9497487e+00   2.4699001e+02
   4.9748744e+00   2.4709375e+02
   5.0000000e+00   2.4719392e+02
